mean(bx),max(bx),std(bx),min(bx),cv(bx),minmax(bx),mean(by),max(by),std(by),min(by),cv(by),minmax(by),mean(bz),max(bz),std(bz),min(bz),cv(bz),minmax(bz),mean(bt),max(bt),std(bt),min(bt),cv(bt),minmax(bt),mean(vt),max(vt),std(vt),min(vt),cv(vt),minmax(vt),mean(np),max(np),std(np),min(np),cv(np),minmax(np),mean(tp),max(tp),std(tp),min(tp),cv(tp),minmax(tp),Target
-0.313718277,7.778829664,4.105112025,-13.08316556,13.08534545,-1.681893822,-4.748895079,15.39536097,6.067568835,-16.77281148,1.27768012,-1.089471791,-3.380829042,17.57428859,7.946035706,-16.36448916,2.350321654,-0.931160831,11.60815676,18.26906685,4.017206115,1.300334965,0.346067528,0.071176868,445.4789318,503.9356608,36.99511658,385.073187,0.083045715,0.764131648,37.73446096,73.38388841,13.68206583,9.398217577,0.362588082,0.128069223,81994.30924,566117.1733,70649.57333,15991.82961,0.86163996,0.028248268,-19.00954673
-0.051972912,17.7677851,6.586214782,-15.28338593,126.7239896,-0.860173952,-8.523950635,17.05582659,6.78356878,-19.10077889,0.795824503,-1.119897578,0.79023332,19.86650541,8.848729458,-16.18507122,11.19761624,-0.814691405,15.16172274,20.87561888,3.331983127,4.314100265,0.219762832,0.206657359,611.916193,701.7395387,48.03298421,487.6636723,0.078496018,0.694935436,6.695096587,21.1346042,2.161106425,1.740076844,0.322789432,0.08233307,335627.9908,1006824.966,198353.7676,24923.99982,0.590992924,0.024755047,-12.56172621
0.794574372,7.416154265,3.889861602,-8.986067235,4.895528647,-1.211688284,4.442227766,12.6503333,3.239980431,-6.491378822,0.729359367,-0.513138956,0.504058837,11.52175859,3.981355433,-10.23589906,7.89859267,-0.888397286,7.691572479,13.2920105,1.714121243,1.760707769,0.222857062,0.132463616,467.0495487,593.8167471,20.1251057,407.1159164,0.043089873,0.68559184,13.95567717,21.73329319,3.33399182,2.755472541,0.238898606,0.126785781,208204.7053,552637.3526,85082.05902,36214.6741,0.408646187,0.06553063,-2.591016009
1.50870337,10.08589154,3.325753144,-8.846797407,2.204378416,-0.8771458,-6.552533961,6.599387764,3.263339133,-13.10624408,0.498027046,-1.985978783,-4.752899178,7.751230419,3.015699248,-10.32231757,0.634496785,-1.331700519,9.792894493,13.24363655,1.644874901,5.340479644,0.167966162,0.403248732,581.1407331,646.4653827,17.60382262,529.4948714,0.030291841,0.819061446,6.242129838,12.52346216,1.742046088,3.493004996,0.279078797,0.27891688,160734.3985,515297.9865,85094.80674,22650.84085,0.529412544,0.043956781,-9.980105329
5.200348577,32.12004113,9.956667668,-19.97015715,1.914615438,-0.621735105,-10.32951232,30.15730993,13.29331312,-35.33066942,1.286925531,-1.171545788,-1.158760486,32.08483582,18.82004139,-40.84190417,16.24152845,-1.272934803,26.7556806,43.90397221,7.018553573,8.034619479,0.262320128,0.183004386,670.1166169,753.5120759,35.09218408,579.5113982,0.052367279,0.769080439,31.50401851,67.94525064,15.40188978,5.235726357,0.488886514,0.077058018,777011.1687,1646372.865,332078.8112,210845.0988,0.427379714,0.128066432,-24.67612731
1.981098273,7.711405158,1.842798899,-2.876508623,0.930190554,-0.373020035,2.020343671,8.550782802,4.029296244,-5.609253119,1.994361802,-0.655992936,-2.96071424,8.345308963,4.485739328,-7.598267496,1.515086889,-0.910483666,7.440143438,9.435602551,1.081492803,2.559843533,0.145359133,0.271296244,387.8748239,413.0786132,10.2769242,351.3079758,0.026495466,0.850462756,9.610966088,12.7346116,1.254854839,6.502031154,0.130564901,0.510579463,101132.3248,204028.2383,27703.00968,48425.35824,0.273928338,0.237346353,-12.55153375
-2.089027985,0.982036829,2.110686747,-6.768974245,1.010367866,-6.892790621,3.257781725,4.283204408,0.725797607,0.153061571,0.2227889,0.035735295,1.146768361,4.90042254,1.581983879,-2.22384236,1.379514758,-0.453806247,4.766144239,7.293122212,1.029844728,3.379425855,0.216075023,0.46337162,394.5777122,407.976374,5.731046519,381.0567469,0.014524506,0.934016701,19.1543171,28.26858222,4.36362198,9.688089371,0.22781402,0.342715786,18557.33572,79977.14058,13281.73213,10602.13114,0.715713308,0.132564519,-2.906587867
-2.436613609,7.304505169,3.549933279,-9.324100316,1.456912687,-1.276486237,0.452278208,16.94868457,11.59778643,-15.39852711,25.64303611,-0.908538184,-2.13753055,11.34234513,6.251066393,-14.74781073,2.924433709,-1.300243517,13.88786341,18.5918166,2.006099561,6.832678637,0.144449834,0.367510006,457.3905185,489.6758083,14.89112429,422.9486285,0.032556696,0.863731925,18.35442363,54.14746304,8.30541868,5.053515986,0.452502288,0.093328767,86089.91345,416111.4473,42671.71583,20780.47997,0.495664522,0.049939698,-4.22695549
1.000161011,8.40862304,3.582359032,-10.08677164,3.581782324,-1.199574721,-8.378668532,9.642999931,5.208126698,-14.15853288,0.621593595,-1.468270557,-2.017689893,8.208375735,3.82387293,-9.895429714,1.895173755,-1.205528357,11.284719,14.43807362,1.583818859,5.877419537,0.140350757,0.40707782,377.1511212,397.6160199,10.39509169,337.9990188,0.027562139,0.850063885,17.23787885,33.36307075,5.923453879,8.001689228,0.343630091,0.239836713,51691.68731,163772.2332,23795.19843,6014.677388,0.460329304,0.036725868,-13.3697161
-1.400071907,10.54903209,4.749583821,-9.558409631,3.392385633,-0.906093521,0.772960222,14.50914054,9.964581683,-13.1791388,12.89145469,-0.908333527,6.611331171,15.92273564,4.74102913,-8.287634231,0.717106587,-0.5204906,13.58715289,17.03536794,2.446515245,2.121502323,0.18006092,0.124535163,391.9957625,431.3453995,14.4295833,361.9000209,0.036810559,0.839002853,18.31577317,38.06101071,4.414283936,10.87860428,0.24100997,0.285820163,81522.31486,224330.2749,37806.37994,33504.26509,0.463754985,0.149352401,-10.10235926
-2.091318574,2.022492975,2.060629182,-6.1501441,0.985325339,-3.040872911,4.179902987,8.800804825,2.262274127,-3.357687643,0.541226467,-0.381520521,3.39146907,8.99287805,5.634370639,-7.335771218,1.661336289,-0.815731202,8.542539629,10.09913814,1.21757581,4.466466615,0.142530894,0.442262157,405.5412691,433.5804635,10.87503664,369.0490082,0.026816103,0.851166137,9.535175123,14.50829559,1.618950536,6.007575074,0.169787184,0.414078624,42251.94901,103225.5384,14398.55546,15985.30606,0.340778492,0.154858055,-7.20675455
1.260629078,3.919238478,1.725187343,-1.887839764,1.368513049,-0.481685352,0.14982615,9.04888494,3.357047913,-5.349823155,22.40628837,-0.591213524,13.67323333,16.4471723,1.69931972,6.943350554,0.124280752,0.422160747,14.28339427,16.44876177,1.298969129,10.42391549,0.090942608,0.633720376,473.63766,489.1321396,6.747416166,463.1290866,0.014245945,0.946838388,18.60677299,24.38291758,3.631079852,11.49874009,0.195148286,0.47159,53524.69978,77593.08645,10709.44714,32324.58162,0.200084208,0.416591002,-19.25451787
4.862271272,14.43453759,5.130594143,-11.49328035,1.055184677,-0.796234745,-11.58036939,14.19534897,8.463771834,-23.95334984,0.730872354,-1.687408311,8.778288749,28.92819547,12.01939364,-17.94436952,1.369218305,-0.620307255,21.40725797,31.51937563,4.354141686,9.855866677,0.203395582,0.31269232,637.4375709,675.9043597,14.74598154,602.0860394,0.023133217,0.89078585,18.97198325,28.48709112,3.389462749,10.16556743,0.178656217,0.356848208,553218.8383,1004588.563,178401.927,253108.4856,0.322479848,0.251952386,-14.9679463
0.08204817,7.221179068,2.262359791,-4.857247055,27.57355585,-0.672639054,-1.908124537,7.14656848,3.192035617,-6.350295934,1.672865453,-0.888579736,2.103052113,6.882006671,2.632814258,-8.885181244,1.251901577,-1.291074198,5.318250774,11.1703644,1.423299748,0.714496786,0.267625542,0.063963606,283.5437785,304.3041985,9.818254928,239.9810529,0.034626945,0.788622221,18.02739427,35.25596625,5.574143044,6.617326178,0.309204035,0.187693797,17525.48412,37907.56291,3232.06012,4575.793019,0.18442059,0.120709238,-13.77959942
-2.725633123,10.27093235,5.955468816,-11.72915527,2.184985487,-1.141975711,4.240677865,12.25966867,4.67232959,-9.117370397,1.101788379,-0.743688157,0.072276546,9.033994544,5.127323676,-10.50863777,70.94035279,-1.16323269,10.3148253,14.28387184,1.615471541,2.918954147,0.156616471,0.204353146,377.0893322,439.5133473,33.73296798,313.4396527,0.089456172,0.713151613,17.59263712,34.32202284,3.689021095,11.13123653,0.209691195,0.324317613,120036.9624,288779.9418,39080.25138,20569.28883,0.32556848,0.071228246,-13.72202245
