mean(bx),max(bx),std(bx),min(bx),cv(bx),minmax(bx),mean(by),max(by),std(by),min(by),cv(by),minmax(by),mean(bz),max(bz),std(bz),min(bz),cv(bz),minmax(bz),mean(bt),max(bt),std(bt),min(bt),cv(bt),minmax(bt),mean(vt),max(vt),std(vt),min(vt),cv(vt),minmax(vt),mean(np),max(np),std(np),min(np),cv(np),minmax(np),mean(tp),max(tp),std(tp),min(tp),cv(tp),minmax(tp),Target
-3.121505155,7.839584321,2.422236091,-7.359546214,0.77598337,-0.938767403,2.935245209,8.957590428,2.496554576,-7.180378334,0.850543787,-0.80159708,-3.183678882,4.206310108,3.087783844,-8.839254986,0.969879174,-2.101427322,6.917246794,10.79279194,1.510426557,1.981731584,0.21835661,0.183616213,360.5217798,383.042671,6.929886914,340.5326189,0.019221826,0.889020061,12.32910002,19.64051914,2.016756559,8.044875549,0.163576949,0.409606054,85066.96027,184451.2815,15215.73608,37724.65306,0.178867754,0.20452367,-8.893377494
-0.133879721,15.69492233,7.771786899,-18.21054325,58.05051627,-1.16028247,-2.393237521,19.92532115,7.96473773,-16.4663206,3.328018077,-0.826401767,-1.783592023,21.73310689,6.650919321,-16.17127046,3.72894655,-0.744084614,12.60872709,25.1883164,4.244897869,0.656956311,0.336663474,0.026081787,615.2098577,694.5782151,37.41181265,547.2391338,0.060811465,0.787872585,16.41690839,36.51531416,6.382527007,5.967497132,0.388777647,0.163424505,320171.9395,1789674.229,205375.268,95791.38308,0.641453053,0.05352448,-20.36634379
0.11253039,2.696789742,1.287303206,-2.496386319,11.43960494,-0.925688155,1.930853329,6.758037842,2.970945894,-4.206143211,1.538669897,-0.62239119,1.013376472,4.708241746,1.328271812,-1.317896504,1.310738751,-0.279912667,4.045895437,7.39064752,0.804048947,2.148986483,0.198732013,0.290771069,407.9355969,428.6035585,10.19773649,389.0445676,0.024998398,0.907702608,14.04591739,22.59986603,3.009827158,4.975126016,0.21428484,0.220139624,18347.31614,37045.21903,3863.189079,11944.17007,0.210558811,0.322421364,-11.93419488
4.296164661,12.22902113,4.237169959,-4.267411619,0.986268054,-0.348957743,-15.12328977,3.121623902,6.789131312,-29.24407151,0.448918946,-9.368223858,7.994101164,33.74805066,13.28868427,-23.02603779,1.662311247,-0.682292379,22.77476383,34.59626611,5.746455722,12.34909775,0.252316808,0.35694886,489.9339712,534.4291626,28.8915355,444.3621615,0.058970264,0.831470647,46.7787829,126.4847063,20.64009737,24.48590469,0.441227755,0.193587868,120288.162,232456.4412,35117.26483,55996.30779,0.291942817,0.240889465,-18.035779
-3.448596335,0.883717328,1.107695944,-5.192048609,0.321201972,-5.875236847,1.689251611,6.310388015,2.100792972,-1.635543665,1.243623483,-0.259182741,-3.878816473,0.278273961,1.208614469,-6.151354373,0.311593621,-22.10538979,6.036603124,7.167460402,0.672382324,3.440073033,0.111384219,0.479957034,403.8358956,441.7124339,16.20079904,370.0694637,0.040117283,0.837806309,3.951245602,7.640302954,1.441230683,1.533134417,0.364753505,0.200664087,56757.49697,118078.2605,24391.3685,10744.68476,0.429747078,0.0909963,-9.391488926
-0.805095236,2.561704963,1.50946661,-3.838429689,1.874891991,-1.498388669,-1.477262341,4.721503525,1.980781976,-3.715045257,1.340846457,-0.786835218,-3.386315407,0.818265306,1.070921983,-4.553551745,0.316249922,-5.564884289,4.629902899,5.806850597,0.458774585,2.847473672,0.099089462,0.490364549,403.5790262,420.6975322,7.485724265,383.1355002,0.018548348,0.910714874,7.626787404,12.59731253,2.18243856,4.505383897,0.286154372,0.357646433,20539.44918,56278.88701,7138.016001,12626.68673,0.347527139,0.224359212,-10.25765055
-0.542084007,3.968872786,2.298937408,-6.270167768,4.240924617,-1.579835915,-1.430552542,4.052285163,2.241348672,-6.949409664,1.566771304,-1.714935989,-1.807036507,6.553622793,4.044394415,-9.493745118,2.238136528,-1.448625503,5.421764807,9.633195482,1.695896882,1.624785894,0.312794255,0.168665309,298.7974593,321.2271622,7.509612694,280.634896,0.025132786,0.873633768,14.82412872,24.4763225,4.319236964,3.512298494,0.291365317,0.143497803,31498.09951,75273.89243,8451.441045,15156.7956,0.268315904,0.201355279,-3.742965141
0.777071279,8.039459258,2.93781697,-5.123546541,3.7806274,-0.637299895,-0.139985736,15.17064028,8.711107887,-13.75619149,62.22853917,-0.906764068,1.621033379,12.88618552,6.547998021,-14.96925719,4.039397403,-1.161651535,11.17753843,15.97855628,2.38836072,2.329325168,0.213675018,0.1457782,384.2756386,400.0690394,7.177996956,362.3038969,0.018679292,0.905603436,23.53645706,51.90291506,6.749183732,11.0833433,0.286754447,0.2135399,72240.28158,196837.689,36457.25423,19241.61003,0.504666558,0.097753688,-15.16237428
2.492308951,4.23990193,0.998931882,-0.821917832,0.4008058,-0.193853029,-4.276718364,-1.384596221,1.625106866,-8.101176353,0.379989218,5.850930568,5.040503486,7.540301729,1.956444173,-1.255456069,0.388144593,-0.166499447,7.523950633,8.492579166,0.874801222,4.884991234,0.116268868,0.575207029,345.3501333,356.0118258,3.434330275,334.4452556,0.009944488,0.939421759,14.4042291,25.89666051,4.606866469,8.341900826,0.319827353,0.322122647,17705.78789,31038.13166,4623.219959,9886.894846,0.261113484,0.31854027,-9.781490097
-4.630458681,3.621923059,3.768659757,-11.36063924,0.813884761,-3.136631855,4.175795548,14.26911153,5.647743371,-9.050770794,1.352495185,-0.634291124,-1.273761596,15.20204812,7.321314376,-14.69627549,5.747790164,-0.966729968,11.70829826,15.72740159,1.765809266,4.098251056,0.150816902,0.260580302,711.2967361,776.6127133,27.97757521,662.247689,0.039333198,0.852738666,9.396785158,13.45364203,1.203642859,6.203813964,0.12809092,0.461125244,617494.889,1070171.06,120363.4655,360332.4579,0.194922205,0.336705478,-15.33463808
4.205437237,22.48920178,6.927335811,-17.83944267,1.647233193,-0.793244813,-0.781229379,16.15720179,7.219928251,-14.63583499,9.241752097,-0.90583971,-2.599120337,16.7828817,8.369735039,-23.98463889,3.220218363,-1.429113267,12.40349024,29.23042444,6.432160445,1.93649728,0.518576652,0.066249373,494.4958165,599.9608342,28.11289444,422.0194506,0.056851633,0.703411667,19.00471831,50.53130134,11.22723012,0.939425507,0.590760144,0.018590962,303084.256,1184211.434,203452.4262,66486.51757,0.67127349,0.056144127,-7.006495863
1.54845484,18.40549761,5.935363081,-13.85972154,3.833087622,-0.753020746,-1.611196048,14.74197488,7.248821886,-21.04788221,4.499031571,-1.42775187,3.200293129,27.66290961,8.429571556,-10.10476252,2.633999829,-0.365281985,11.6576784,30.47136331,6.1778399,0.711201746,0.52993741,0.023340004,685.0891522,814.3344523,42.20036951,575.4007409,0.061598362,0.706590197,12.0002135,25.96332007,4.318564658,5.587737058,0.359873985,0.215216584,535585.8091,1548976.382,246343.5715,88422.36673,0.45995164,0.057084387,-18.54611354
0.436971093,8.532428175,3.645435938,-6.510900736,8.342510508,-0.763077122,0.901610654,8.84612877,3.984056705,-8.456382108,4.418821682,-0.955941557,-0.947294378,8.876024771,4.185357452,-9.804081663,4.418222623,-1.104557718,6.757516853,11.58583329,1.707719572,0.46270111,0.252714068,0.0399368,466.1781861,525.7416824,18.70182273,431.4035992,0.040117327,0.82056191,13.77224304,20.47607024,2.132312701,8.259066058,0.154826828,0.403352106,107762.9738,492660.5907,48388.03791,40876.60342,0.449022853,0.082971125,-12.44343185
-2.48818284,3.031724036,2.243555526,-6.99277097,0.90168435,-2.306532813,0.71728247,7.948538779,3.982456589,-7.871234677,5.552145429,-0.990274426,-1.124499974,6.444657743,3.540914139,-6.912425812,3.14887881,-1.072582298,6.374831527,8.331363443,0.873582282,0.399777849,0.137036136,0.047984685,394.3811146,419.9890471,10.36914216,367.063625,0.026292187,0.873983804,10.1912216,15.63864408,2.327271159,3.967064792,0.228360372,0.253670636,74548.63433,226793.3771,26642.67003,24471.42807,0.357386427,0.107901864,-8.836157836
3.042411668,15.03382739,4.590976869,-13.30202693,1.508992658,-0.884806415,3.23654793,26.32204809,6.511181804,-8.680447356,2.011767459,-0.329778569,1.01310063,15.57079763,4.890378889,-15.53759417,4.827140308,-0.997867581,9.266621077,30.49581746,4.719743716,1.108859064,0.509327367,0.036361021,612.8684203,745.0113044,35.17197877,559.1503583,0.057389119,0.750526005,6.298326311,15.56078994,2.211244563,3.159893952,0.351084471,0.203067708,474073.8548,1324318.124,177975.657,12776.58401,0.375417575,0.00964767,-9.581959482
2.763135326,14.12167439,6.033763623,-12.70310578,2.183665623,-0.899546713,-4.0598322,27.49285706,16.68310696,-25.74130863,4.109309483,-0.936290782,3.9030122,30.05347719,15.42678477,-27.73227849,3.952533063,-0.922764388,23.73199299,30.85244025,5.372263647,2.370836817,0.226372208,0.076844386,418.0438873,496.0450895,23.14774425,391.0752161,0.055371565,0.788386428,40.21063696,93.88271701,15.98519139,14.77013913,0.397536388,0.157325433,165910.9998,518656.9275,89628.46971,40497.57507,0.540220177,0.078081624,-12.9715403
2.85657838,2.85657838,0,2.85657838,0,1,3.731415113,3.731415113,0,3.731415113,0,1,-5.494698275,-5.494698275,0,-5.494698275,0,1,7.230159605,7.230159605,0,7.230159605,0,1,322.1775278,322.1775278,0,322.1775278,0,1,6.75851881,6.75851881,0,6.75851881,0,1,19754.48717,19754.48717,0,19754.48717,0,1,-6.550330156
-1.039944197,10.6111832,6.115191993,-15.47543469,5.880307821,-1.458408021,0.344967466,13.82231753,6.041855065,-11.96822032,17.514275,-0.865862059,1.41839098,16.24457448,5.926426882,-12.97222292,4.178274514,-0.798557262,9.549443268,17.79456569,4.587218552,1.625754387,0.480365025,0.091362409,448.5770684,539.5978678,29.44312849,395.7066792,0.065636722,0.733336254,9.986647636,32.43124983,4.688420847,3.537122877,0.469468937,0.109065266,238468.2811,845915.7885,155536.0281,35025.46163,0.652229418,0.041405376,-7.811164844
-1.501700843,3.53526926,1.949279602,-4.564018935,1.298047885,-1.29099613,3.768934811,9.836976103,1.765824826,-2.489407923,0.468520926,-0.253066379,0.841837515,8.033252751,3.068632528,-3.991971523,3.645160107,-0.4969309,5.631831985,10.28646973,1.336213983,3.406895767,0.237260981,0.331201652,329.931574,357.8360519,11.70724552,308.3172561,0.035483859,0.861615968,10.82230412,21.07854118,2.672476519,5.677270216,0.246941547,0.269338858,44142.85061,87985.1758,11596.97478,17024.24765,0.262714678,0.193489954,-7.807972891
-0.119111428,0.555377543,0.482718046,-1.067171335,4.052659363,-1.921524103,-6.926710133,-5.96082951,0.231408209,-7.375611283,0.033408098,1.237346458,-2.964000075,-1.941053335,0.562591359,-4.447580999,0.189808146,2.291323437,7.572222281,7.903341548,0.208140551,6.649688458,0.02748738,0.84137683,347.4962936,358.9357368,6.065890985,337.5286266,0.017455988,0.940359491,3.17708432,3.927109278,0.515936431,2.435622994,0.162393056,0.620207593,28899.73376,50939.84042,9589.021634,18485.72898,0.331803113,0.362893343,-5.11987309
2.631755946,7.274249375,2.218851532,-1.30252859,0.843106875,-0.179060206,2.079950093,5.479484496,2.907016439,-3.326436944,1.397637592,-0.607071148,2.250070157,7.447945125,4.27410711,-4.859726386,1.899543931,-0.652492238,6.881931741,8.731402369,0.772140704,4.747005642,0.112198251,0.543670471,378.5054091,395.6749609,8.899239549,347.8054768,0.023511525,0.879018162,5.190162476,7.620081026,1.403879482,2.082367454,0.270488542,0.273273663,121553.1142,204729.8343,31229.44593,52019.07271,0.256920163,0.25408643,-5.172705036
-4.63359615,7.39275986,3.560406444,-13.1791209,0.76838946,-1.782706479,2.217778651,21.56696429,11.52495294,-16.86099743,5.196620022,-0.781797438,-6.449940519,18.97320903,8.805736397,-19.87737026,1.365243039,-1.047654629,16.80572869,22.02034766,2.932575522,5.471388962,0.174498564,0.24846969,502.6329313,534.7714093,10.53629289,474.9049706,0.020962202,0.888052282,26.70890571,35.5963851,3.246263794,16.66760492,0.121542374,0.468238695,331028.7075,761505.409,172590.686,27043.5038,0.521376793,0.035513213,-21.47116576
-2.191614271,5.608362049,3.447253921,-8.576287866,1.572929126,-1.529196545,-5.795850181,5.424268475,3.172151403,-10.2319839,0.547314251,-1.88633434,2.444851937,10.49166637,4.274064756,-6.479286779,1.748189611,-0.61756508,9.055995047,12.5635268,1.604693368,3.782525582,0.177196803,0.301071955,456.5943422,484.8517627,14.76627104,416.0887877,0.032340022,0.858177323,10.37394554,14.42414156,2.072901613,5.519728305,0.199818054,0.382672915,116711.7809,271674.0884,46107.39569,36688.65136,0.395053484,0.135046561,-10.12790433
-0.997583221,9.263268948,6.013719146,-12.17596409,6.028288185,-1.31443491,2.611650132,10.16743988,4.600297476,-8.0297853,1.761452432,-0.789754884,-1.913348032,9.415857006,4.513452392,-11.52924007,2.358929121,-1.224449359,9.210571176,14.20566891,2.083500739,2.867789151,0.22620755,0.20187639,495.6104088,565.588219,35.5378751,431.8625327,0.071705264,0.763563522,13.55511157,59.67015318,7.523162791,4.475507079,0.555005597,0.075004116,116753.2145,321272.8137,52264.26195,22277.88983,0.447647306,0.069342593,-4.516499028
-1.409832323,5.993025124,3.395955059,-9.084508747,2.408765215,-1.515846932,5.675984203,21.58766141,9.612036594,-14.89749884,1.693457249,-0.690093223,-3.585808486,13.92498783,8.631891001,-21.16632271,2.407237039,-1.520024504,13.76048337,22.50269304,6.012058237,0.855069192,0.436907489,0.037998527,417.6296999,457.9653034,19.14970405,369.7015435,0.04585331,0.807269766,30.16070036,90.22580404,21.75079879,10.42194435,0.721163585,0.115509576,375826.4113,875498.3261,227187.1022,38990.68259,0.604500097,0.044535416,-20.84479177
-3.72145631,1.154152364,1.867851635,-6.634042978,0.501914165,-5.747978506,3.900153779,6.295226894,1.267329602,-0.186956161,0.324943496,-0.029698081,0.304362325,5.650891209,2.820564177,-6.003850268,9.267126519,-1.062460778,6.448565477,7.437892994,0.787180166,4.526584904,0.122070586,0.6085843,322.7113815,341.7073778,8.23721719,307.8306757,0.025525028,0.90086049,9.734797722,12.95985725,1.120390764,7.585003893,0.115091325,0.585269093,33571.72774,60851.63729,7161.663487,21683.14374,0.213324245,0.356328025,-9.742967791
2.654058884,5.577291638,1.033069161,0.66874668,0.389241236,0.119905274,-2.840676809,3.363025486,2.626819996,-7.808851226,0.924716246,-2.321972063,2.440542405,7.515180742,3.841168946,-4.724499689,1.573899694,-0.62866082,6.476237338,8.581102136,1.360170771,3.321964668,0.210024849,0.387125641,540.5491526,562.3252711,10.06398492,523.3781196,0.018618075,0.930739105,6.075614148,7.684034075,0.882194539,3.862603404,0.145202529,0.502679109,245503.0017,480742.5258,114713.1786,56764.38893,0.467257743,0.118076488,-8.238374652
-6.277602025,12.23249677,7.14770453,-17.10917225,1.138604279,-1.398665586,10.21061428,25.099286,10.54930163,-20.86150806,1.033170124,-0.831159423,4.288914846,22.52932506,9.333729861,-17.9800318,2.176245087,-0.798072368,19.75499521,27.88231969,4.614742037,6.002024383,0.233598742,0.215262735,478.3223279,551.3494569,29.72463013,430.2406424,0.062143514,0.780341101,34.63746742,67.11221546,8.642886519,16.55359903,0.249524205,0.246655529,214319.7001,659346.8416,123055.9326,24010.80044,0.574169955,0.036416039,-6.665329605
-6.57912144,-1.81603995,1.961526777,-10.45127144,0.298144182,5.754978819,6.76121405,12.03131562,3.207708658,-6.252318871,0.474427911,-0.519670422,1.829657984,8.48182231,2.795302849,-6.289631145,1.527773427,-0.741542432,10.66146375,12.78687027,0.793973297,7.586236015,0.074471322,0.593283255,481.021372,526.215638,16.14547841,433.1449537,0.033564992,0.823132044,7.198127801,9.739300387,0.699275007,5.569086795,0.09714679,0.571815898,238207.1262,451877.0357,60432.73405,83023.94262,0.253698263,0.183731272,-12.36775925
-1.000297208,4.166321844,2.238800132,-3.95063895,2.23813494,-0.948231821,2.981825207,4.876720761,0.961719271,0.755456302,0.322527044,0.154910715,0.908538587,4.871332459,2.39063642,-3.500900941,2.631298718,-0.718674197,4.693833171,5.696904991,0.580965646,2.507237771,0.123772112,0.440105246,347.6156099,413.3171585,7.944553699,335.3114763,0.022854422,0.81126919,5.598450347,11.10399407,0.490615454,4.587448633,0.087634153,0.413135004,61004.77159,133230.7748,19595.69423,6902.198946,0.321215763,0.051806341,-6.860626385
0.223532822,4.747751474,2.05673215,-4.632265627,9.201029751,-0.975675676,-3.135548086,6.913503316,4.667183931,-9.196068671,1.488474679,-1.330160448,0.689770143,10.21673792,3.502445976,-7.925011735,5.077700177,-0.77568905,6.796212725,10.51927389,1.564859409,1.398506533,0.230254625,0.13294706,377.745996,410.5471828,8.944293991,346.4648782,0.023678064,0.843910013,23.42577785,41.37097931,9.590741304,5.846991174,0.409409727,0.141330741,46947.00411,89452.067,11328.2569,20925.30868,0.241298824,0.233927615,-8.886302404
2.059785,16.55168229,7.68243705,-12.49965495,3.729727642,-0.755189396,2.912976241,19.01144346,4.791745382,-14.2598686,1.644965487,-0.750067644,1.57219552,13.42654015,4.263215909,-7.77013611,2.711632144,-0.578714697,9.92548032,21.10802794,4.103712553,3.752622512,0.413452289,0.177781767,554.4111838,744.6880895,79.24206163,444.2982711,0.142930128,0.596623308,2.812381397,4.783826501,0.616159337,1.217052456,0.219088114,0.254409824,773191.2371,1788639.42,305822.1473,68115.45645,0.39553235,0.038082274,-7.768155444
-1.898451745,11.39055613,4.931106385,-10.45562285,2.597435725,-0.917920314,-2.714824692,9.702285807,4.806156754,-11.79121859,1.770337793,-1.215303159,6.937028884,18.59193813,6.054053814,-8.257860135,0.872715671,-0.444163491,11.57516066,19.84897732,3.029676218,4.53940959,0.261739453,0.228697404,493.1071054,532.2772886,24.69410125,365.8950881,0.050078575,0.687414428,26.74668735,54.60790988,10.95694844,11.07046692,0.40965628,0.202726436,230488.0869,626307.966,90527.49385,28641.7129,0.392764308,0.045731037,-25.15010434
-0.844347929,3.540096641,1.7203117,-7.548292547,2.037444093,-2.132227821,3.48432838,9.088111838,2.760846237,-3.018196225,0.792361091,-0.332103772,0.72785331,11.10486721,4.783490192,-6.626289612,6.572052535,-0.596701382,6.555498385,11.18089232,1.967791085,0.820540116,0.300174139,0.073387713,375.4025834,397.7832286,9.307551491,348.6173047,0.02479352,0.876400209,10.89377362,21.38203921,4.802507717,4.093024492,0.440848863,0.191423486,59503.89045,346274.4445,31249.48133,14289.63736,0.525167029,0.041266797,-16.4837876
-2.370485439,3.234840751,0.995117984,-4.388900846,0.419795021,-1.356759477,-0.477344593,4.110238879,2.034283824,-5.233000733,4.261667261,-1.27316219,2.768809384,4.557292746,1.324514738,-3.238524312,0.478369781,-0.710624595,4.388383885,6.291274331,1.066940079,1.686305796,0.243128247,0.268038828,391.233267,401.8795194,5.3614818,370.5135788,0.013704054,0.921951881,11.94718218,17.63566152,2.173333357,6.801539649,0.181911795,0.385669664,48726.05209,80352.63983,11893.46715,26605.29055,0.244088463,0.331106615,-4.862148775
-3.166567972,-0.886810988,0.940248212,-5.046841055,0.296929742,5.690999686,3.673417637,5.834760489,1.274291112,0.053299384,0.346895245,0.009134802,-0.088085867,2.582446091,1.251809362,-2.461570829,14.21123968,-0.9531935,5.242045924,6.168479462,0.353234657,4.401388647,0.067384884,0.713528946,383.2806152,395.6104986,5.220431048,374.1709493,0.013620389,0.94580642,16.05146601,21.29279506,2.909949111,9.742457929,0.181288682,0.457547161,37625.32573,77364.63919,11719.13608,23565.09383,0.311469359,0.304597734,-8.245341265
2.204185904,6.781999052,2.922594181,-4.342018068,1.325929077,-0.640226876,3.194514927,8.400861116,3.266033839,-5.542896308,1.022388035,-0.659800969,-0.169965255,2.936454827,1.42952833,-2.972186958,8.410709167,-1.012168459,5.928789652,8.708595022,1.092605877,3.955682723,0.184288184,0.454227429,365.4843722,381.9543635,9.668520217,339.3686434,0.026453991,0.888505737,19.82960314,24.40582894,2.759477919,11.10923108,0.139159513,0.455187616,29008.41388,43958.99419,3823.371046,21737.90313,0.131802141,0.494504106,-5.095924137
-2.55145916,2.52198121,1.690436875,-5.08607769,0.662537305,-2.01669928,1.73764391,4.893118282,1.467478012,-1.559451175,0.844521713,-0.318702939,-0.203136435,3.217129851,1.450869938,-3.717251584,7.142342216,-1.155455874,4.031010529,5.203441327,0.661559407,2.453869534,0.164117509,0.471585895,379.8804664,398.4259036,8.394677366,352.7355065,0.022098207,0.885322725,8.852887211,12.17125483,1.196911331,3.759153168,0.135200111,0.308855021,87435.66736,206018.3808,30811.4994,23778.07587,0.35239051,0.115417254,-0.063909072
0.333802616,2.443027616,1.244981018,-1.450903326,3.729692214,-0.59389559,0.531663662,1.974852187,1.105522465,-1.508878334,2.07936435,-0.764046213,0.665368437,1.920210674,0.795025512,-0.978408258,1.194865082,-0.509531726,2.026064296,2.680691475,0.368906869,1.180193415,0.182080534,0.440257085,570.5656809,593.685497,12.14132112,551.3849186,0.021279445,0.92874918,1.305555824,1.730922478,0.175620405,1.00075349,0.134517729,0.578161935,77621.04965,134778.2218,17453.39059,49216.08417,0.224853834,0.365163478,-3.435256254
-2.040210679,8.996122658,3.769908811,-7.302583218,1.847803685,-0.811747849,4.816539756,14.49915657,4.988041401,-7.698989189,1.035606816,-0.530995658,-3.744719145,11.74985563,7.106075181,-12.61721569,1.897625671,-1.073818784,11.25964511,16.36206195,2.047901923,4.312657562,0.181879793,0.263576655,580.5233368,619.5899531,16.29143574,499.8317802,0.028063361,0.806713824,10.48595441,14.57816717,1.953066657,5.170086111,0.186255498,0.354645824,269381.8076,493093.9156,85480.1716,38404.61137,0.317319764,0.077884983,-10.00177657
0.616552261,2.746332943,1.234140837,-2.129960597,2.001680822,-0.775565323,-3.078062371,5.895547696,2.795736688,-5.225499957,0.908278115,-0.886346821,-0.224391022,2.619739495,1.55054612,-3.716225555,6.910018545,-1.418547746,4.599403201,6.071992637,0.70277072,2.75547033,0.152796067,0.453800012,401.2024198,408.9676241,3.435243197,392.3406747,0.008562369,0.959344094,10.14120488,19.70125168,3.635998242,6.727703316,0.358537105,0.341486086,30524.27523,47270.80338,8822.22179,19718.60694,0.289023137,0.417141354,-3.230991577
-0.070547168,4.676739961,2.901990277,-6.956777364,41.13546127,-1.487527086,2.233867687,7.430640647,3.230608134,-6.265482938,1.446194935,-0.843195524,2.172940927,9.538635483,3.734424407,-6.76937779,1.718603741,-0.709679891,6.347836345,10.70280465,1.492008676,2.916256954,0.235042083,0.272475958,369.7648113,391.025574,9.361521147,329.2957214,0.025317501,0.842133465,19.58443512,32.3518307,4.450890928,8.973943864,0.22726675,0.277385968,50146.53519,187540.5817,19351.78433,22019.30283,0.385904714,0.11741087,-13.92216356
-1.017886693,0.605611175,0.638802668,-2.057466835,0.627577384,-3.397339611,3.785252614,4.616189083,0.584444767,1.682323417,0.154400466,0.364439885,-0.491962183,1.487925652,0.955892975,-3.212754861,1.94302125,-2.159217334,4.132666768,4.669728753,0.436690693,2.425607084,0.105668015,0.519432115,351.2027231,359.0680452,3.381015045,343.5440262,0.009626961,0.956765802,6.824772245,8.027504251,0.329561315,6.140557275,0.048288984,0.764939772,35479.26895,55443.47191,5163.613649,24496.86847,0.145538896,0.441835037,-6.672677895
-1.912261048,3.627920926,2.729534587,-7.426628292,1.427385968,-2.047075569,6.47684142,11.05680686,2.562998549,-2.79697807,0.395717354,-0.25296436,-1.058090165,5.821749073,2.941780224,-7.634024581,2.780273668,-1.311293992,8.252445089,11.14520556,1.138557617,4.914184661,0.137966094,0.440923645,431.6710242,471.2237067,16.42624865,394.3290886,0.038052702,0.836819292,9.775121325,13.96398178,1.159873384,5.256061134,0.118655651,0.376401317,122913.4544,227452.6036,32407.3723,48659.92019,0.263660089,0.213934329,-9.07713473
-3.18514131,6.585494548,3.063838968,-10.52530867,0.961916182,-1.598256379,4.545332447,13.00672323,5.863086025,-13.88541656,1.289913575,-1.067556856,3.630912619,18.34447913,11.31157991,-15.4547541,3.115354484,-0.842474403,14.42803794,19.19217155,2.745022209,2.436226159,0.190256099,0.126938536,733.9824323,769.8010116,18.05856245,661.9732135,0.024603535,0.8599277,10.59321796,16.91463193,2.461073618,4.466937346,0.232325402,0.264087174,596707.5801,1569250.128,317917.9543,75142.59874,0.532786854,0.047884399,-7.957959104
-0.144887241,2.984310478,1.049601916,-1.693453163,7.244267395,-0.567452072,2.800151251,5.588307126,2.280474387,-2.158702031,0.814411145,-0.386289082,1.224268217,6.607643833,2.377409035,-2.980361123,1.941902111,-0.451047483,4.49375974,6.956883494,1.058818556,2.155585534,0.235619752,0.309849308,405.9008511,409.8546997,2.017790871,400.6563496,0.004971142,0.977557046,11.42828924,14.67724043,1.542436203,5.260705145,0.1349665,0.358426039,57536.25938,107002.797,21198.79528,31888.36572,0.368442362,0.298014319,-4.809200775
-0.552637125,0.070016176,0.335032148,-1.206287116,0.606242565,-17.2286919,-0.756990903,3.286151485,1.715851795,-3.278499975,2.266674261,-0.997671589,7.08903738,7.590332819,0.395263803,5.633093409,0.055757049,0.742140502,7.367024214,7.669368995,0.269212994,6.514445806,0.036542977,0.849410924,301.7195869,304.5919675,0.851212361,299.7992165,0.002821204,0.984265012,9.029158948,10.48369471,1.064094157,6.807159151,0.117850861,0.649309174,13725.41969,25162.3859,3628.549751,6995.717957,0.264367126,0.278022839,-5.021777838
-0.733928994,2.616003752,1.302071531,-3.504707783,1.774111039,-1.339718179,3.243787885,6.376957243,2.601423652,-4.253768802,0.80197095,-0.667053054,0.677240193,5.21007901,2.906725709,-5.781483606,4.29201595,-1.109672924,5.26895999,6.872029399,0.81815411,2.601555828,0.155278103,0.378571697,287.0067096,300.3475546,7.418895678,264.0546378,0.025849206,0.879163602,13.09230624,23.13335802,2.753732051,6.369747058,0.210332084,0.275349003,27426.77998,66037.33258,10404.27387,13077.87861,0.379347261,0.198037657,-6.221001418
-0.385528335,2.790089667,1.262040473,-3.770830005,3.273534931,-1.351508538,-0.239229035,6.792021917,4.035031927,-7.632871673,16.86681519,-1.123799624,2.291110161,7.66745038,3.818505276,-5.620553203,1.666661578,-0.733040701,5.984713464,8.742727136,1.446880956,0.793943454,0.241762779,0.090811876,350.9320921,366.1706242,6.780817844,329.5707168,0.019322308,0.90004685,12.02260918,17.98410577,3.427829566,5.01438033,0.285115279,0.278822889,45591.22707,80827.96624,11180.33016,24898.18389,0.245229859,0.308039223,-6.44967008
-1.13007831,0.469411016,1.005842986,-3.129044324,0.890064855,-6.665894538,-4.497308721,0.048608375,1.903483237,-6.723484126,0.423249404,-138.3194586,3.955288315,8.683111751,2.416725194,-1.935518565,0.611011133,-0.222906099,6.840103623,8.685530387,0.91415535,5.404372817,0.133646418,0.62222715,333.3496097,345.8883315,4.824748796,326.3927873,0.01447354,0.943636306,8.779405906,11.94575537,1.721945728,5.226687264,0.196134653,0.437535099,37119.40122,61021.7483,12823.81628,18996.20793,0.345474761,0.311302256,-16.69840549
0.663905754,3.448224843,2.136565566,-5.956995785,3.218176004,-1.727554338,2.929556507,6.285802098,2.336302617,-5.147642664,0.797493618,-0.818931711,2.040027713,4.865093021,2.672902971,-5.548860261,1.310228755,-1.140545564,5.447739405,6.668647455,0.82131191,0.616575061,0.150761967,0.092458788,411.272286,431.9222285,14.74676416,371.637906,0.03585645,0.86042783,7.896969522,11.88060102,1.537253585,3.9367819,0.194663735,0.331362184,60689.9622,273115.9294,23636.03743,27743.38736,0.389455465,0.101580993,-11.65740843
-1.752327471,0.732347101,1.029349477,-4.406376034,0.587418444,-6.016786341,4.270568091,6.618963274,1.04245697,0.866652259,0.244102646,0.130934744,1.277284324,6.49867878,2.520486943,-3.353654592,1.973317056,-0.516051755,5.496387962,7.350752463,1.108471609,1.945103017,0.201672738,0.264612776,314.9942296,331.6696537,6.97113332,300.7298282,0.022130987,0.906714934,12.79674689,28.57236597,6.003702607,3.705303044,0.469158503,0.129681352,17625.2788,36449.15423,4700.935265,9896.794508,0.266715512,0.271523296,-5.613006981
